title,author,publisher,isbn,description,image,link
홍콩 푸드 트립,셀리나|하경아,도서출판길벗,9791160502824,* 본 도서는 전자책 전용 도서입니다.   스마트폰 들고 여행하는 여행자들에게 전하는 희소식! &lt;홍콩 푸드 트립&gt;을 들고 똑똑하게 여행하는 법!  1. 미식의 나라에선 음식을 중심에 둔 여행 일정을 짜보자 맛있는 음식이 가득한 홍콩에서 먼저 먹고 싶은 음식을 결정한 후 주변 지역의 랜드 마크를 함께... ,https://bookthumb-phinf.pstatic.net/cover/125/430/12543064.jpg,http://book.naver.com/bookdb/book_detail.php?bid=12543064
